"country"	"country_code"	"1740-1745"	"1745-1750"	"1750-1755"	"1755-1760"	"1760-1765"	"1765-1770"	"1770-1775"	"1775-1780"	"1780-1785"	"1785-1790"	"1790-1795"	"1795-1800"	"1800-1805"	"1805-1810"	"1810-1815"	"1815-1820"	"1820-1825"	"1825-1830"	"1830-1835"	"1835-1840"	"1840-1845"	"1845-1850"	"1850-1855"	"1855-1860"	"1860-1865"	"1865-1870"	"1870-1875"	"1875-1880"	"1880-1885"	"1885-1890"	"1890-1895"	"1895-1900"	"1900-1905"	"1905-1910"	"1910-1915"	"1915-1920"	"1920-1925"	"1925-1930"	"1930-1935"	"1935-1940"	"1940-1945"	"1945-1950"	"Source"
"The Russian Federation, Regions: Rostov oblast (Urban)"	64311601																																										2.252590823	
"The Russian Federation, Regions: Ryazan oblast (Rural)"	64311612																																										3.004662236	
"The Russian Federation, Regions: Ryazan oblast"	64311610																																										2.639499898	
"The Russian Federation, Regions: Ryazan oblast (Urban)"	64311611																																										2.157130823	
"The Russian Federation, Regions: Saratov oblast (Rural)"	64311632																																										3.640663935	
"The Russian Federation, Regions: Saratov oblast"	64311630																																										2.774664162	
"The Russian Federation, Regions: Saratov oblast (Urban)"	64311631																																										2.182321656	
"The Russian Federation, Regions: Sakhalin oblast (Rural)"	64311642																																										3.249849807	
"The Russian Federation, Regions: Sakhalin oblast"	64311640																																										3.031324393	
"The Russian Federation, Regions: Sakhalin oblast (Urban)"	64311641																																										2.595981654	
"The Russian Federation, Regions: Sverdlovsk oblast (Rural)"	64311652																																										3.816010198	
"The Russian Federation, Regions: Sverdlovsk oblast"	64311650																																										2.876417035	
"The Russian Federation, Regions: Sverdlovsk oblast (Urban)"	64311651																																										2.394454989	
"The Russian Federation, Regions: Smolensk oblast (Rural)"	64311662																																										3.307803233	
"The Russian Federation, Regions: Smolensk oblast"	64311660																																										2.753402367	
"The Russian Federation, Regions: Smolensk oblast (Urban)"	64311661																																										2.207512489	
"The Russian Federation, Regions: Tambov oblast (Rural)"	64311682																																										3.199326307	
"The Russian Federation, Regions: Tambov oblast"	64311680																																										2.868823537	
"The Russian Federation, Regions: Tambov oblast (Urban)"	64311681																																										2.283084989	
"The Russian Federation, Regions: Tomsk oblast (Rural)"	64311692																																										4.01067427	
"The Russian Federation, Regions: Tomsk oblast"	64311690																																										2.885529232	
"The Russian Federation, Regions: Tomsk oblast (Urban)"	64311691																																										2.121333323	
"The Russian Federation, Regions: Tula oblast (Rural)"	64311702																																										2.906587207	
"The Russian Federation, Regions: Tula oblast"	64311700																																										2.464849444	
"The Russian Federation, Regions: Tula oblast (Urban)"	64311701																																										2.07227749	
"The Russian Federation, Regions: Tyumen oblast (Rural)"	64311712																																										3.474233584	
"The Russian Federation, Regions: Tyumen oblast"	64311710																																										3.067773184	
"The Russian Federation, Regions: Tyumen oblast (Urban)"	64311711																																										2.468701655	
"The Russian Federation, Regions: Ulyanovsk oblast (Rural)"	64311732																																										3.408850232	
"The Russian Federation, Regions: Ulyanovsk oblast"	64311730																																										2.809594252	
"The Russian Federation, Regions: Ulyanovsk oblast (Urban)"	64311731																																										2.239332489	
"The Russian Federation, Regions: Chelyabinsk oblast (Rural)"	64311752																																										3.848701875	
"The Russian Federation, Regions: Chelyabinsk oblast"	64311750																																										2.839968244	
"The Russian Federation, Regions: Chelyabinsk oblast (Urban)"	64311751																																										2.308275822	
"The Russian Federation, Regions: Zabaikalsk kray (Rural)"	64311762																																										4.787844571	
"The Russian Federation, Regions: Zabaikalsk kray"	64311760																																										3.57046275	
"The Russian Federation, Regions: Zabaikalsk kray (Urban)"	64311761																																										2.572116654	
"The Russian Federation, Regions: ?hukchi autonomous area (Rural)"	64311772																																										3.096793323	
"The Russian Federation, Regions: ?hukchi autonomous area"	64311770																																										2.797444656	
"The Russian Federation, Regions: ?hukchi autonomous area (Urban)"	64311771																																										2.356005822	
"The Russian Federation, Regions: Yaroslavl oblast (Rural)"	64311782																																										3.263223674	
"The Russian Federation, Regions: Yaroslavl oblast"	64311780																																										2.6319064	
"The Russian Federation, Regions: Yaroslavl oblast (Urban)"	64311781																																										2.186299156	
"The Russian Federation, Regions: Republic of Adygeya (Rural)"	64311792																																										3.440055923	
"The Russian Federation, Regions: Republic of Adygeya"	64311790																																										3.161932559	
"The Russian Federation, Regions: Republic of Adygeya (Urban)"	64311791																																										2.534993321	
"The Russian Federation, Regions: Republic of Bashkortostan (Rural)"	64311802																																										4.518881236	
"The Russian Federation, Regions: Republic of Bashkortostan"	64311800																																										3.294059423	
"The Russian Federation, Regions: Republic of Bashkortostan (Urban)"	64311801																																										2.326837489	
"The Russian Federation, Regions: Republic of Buryatia (Rural)"	64311812																																										4.798246468	
"The Russian Federation, Regions: Republic of Buryatia"	64311810																																										3.728407508	
"The Russian Federation, Regions: Republic of Buryatia (Urban)"	64311811																																										2.678183321	
"The Russian Federation, Regions: Republic of Dagestan (Rural)"	64311822																																										7.254580136	
"The Russian Federation, Regions: Republic of Dagestan"	64311820																																										6.000382103	
"The Russian Federation, Regions: Republic of Dagestan (Urban)"	64311821																																										3.858174982	
"The Russian Federation, Regions: Kabardian-Balkar Republic (Rural)"	64311832																																										4.878489673	
"The Russian Federation, Regions: Kabardian-Balkar Republic"	64311830																																										3.918244957	
"The Russian Federation, Regions: Kabardian-Balkar Republic (Urban)"	64311831																																										2.926114153	
"The Russian Federation, Regions: Republic of Altai (Rural)"	64311842																																										3.753598817	
"The Russian Federation, Regions: Republic of Altai"	64311840																																										3.093591077	
"The Russian Federation, Regions: Republic of Altai (Urban)"	64311841																																										2.252590823	
"The Russian Federation, Regions: Republic of Kalmykia (Rural)"	64311852																																										4.062683755	
"The Russian Federation, Regions: Republic of Kalmykia"	64311850																																										3.90913276	
"The Russian Federation, Regions: Republic of Kalmykia (Urban)"	64311851																																										3.159460818	
"The Russian Federation, Regions: Republic of Karelia (Rural)"	64311862																																										3.358326732	
"The Russian Federation, Regions: Republic of Karelia"	64311860																																										2.862748738	
"The Russian Federation, Regions: Republic of Karelia (Urban)"	64311861																																										2.383848322	
"The Russian Federation, Regions: Republic of Komi (Rural)"	64311872																																										3.695645391	
"The Russian Federation, Regions: Republic of Komi"	64311870																																										3.035880492	
"The Russian Federation, Regions: Republic of Komi (Urban)"	64311871																																										2.459420822	
"The Russian Federation, Regions: Republic of Mariy El (Rural)"	64311882																																										4.254375856	
"The Russian Federation, Regions: Republic of Mariy El"	64311880																																										3.184713053	
"The Russian Federation, Regions: Republic of Mariy El (Urban)"	64311881																																										2.200883323	
"The Russian Federation, Regions: Republic of Mordovia (Rural)"	64311892																																										3.713477214	
"The Russian Federation, Regions: Republic of Mordovia"	64311890																																										2.973613809	
"The Russian Federation, Regions: Republic of Mordovia (Urban)"	64311891																																										2.162434156	
"The Russian Federation, Regions: Republic of North Ossetia - Alania (Rural)"	64311902																																										4.139954989	
"The Russian Federation, Regions: Republic of North Ossetia - Alania"	64311900																																										3.628173335	
"The Russian Federation, Regions: Republic of North Ossetia - Alania (Urban)"	64311901																																										2.960585819	
"The Russian Federation, Regions: Karachaev-Chercassian Republic  (Rural)"	64311912																																										3.728337067	
"The Russian Federation, Regions: Karachaev-Chercassian Republic "	64311910																																										3.30620902	
"The Russian Federation, Regions: Karachaev-Chercassian Republic  (Urban)"	64311911																																										2.517757488	
"The Russian Federation, Regions: Republic of Tatarstan (Rural)"	64311922																																										3.914085227	
"The Russian Federation, Regions: Republic of Tatarstan"	64311920																																										2.890085331	
"The Russian Federation, Regions: Republic of Tatarstan (Urban)"	64311921																																										2.206186656	
"The Russian Federation, Regions: Republic of Tuva (Rural)"	64311932																																										6.572512892	
"The Russian Federation, Regions: Republic of Tuva"	64311930																																										5.209139614	
"The Russian Federation, Regions: Republic of Tuva (Urban)"	64311931																																										3.086539985	
"The Russian Federation, Regions: Udmurt Republic (Rural)"	64311942																																										4.214254253	
"The Russian Federation, Regions: Udmurt Republic"	64311940																																										3.087516278	
"The Russian Federation, Regions: Udmurt Republic (Urban)"	64311941																																										2.325511656	
"The Russian Federation, Regions: Republic of Khakasia  (Rural)"	64311952																																										3.921515153	
"The Russian Federation, Regions: Republic of Khakasia "	64311950																																										2.987282105	
"The Russian Federation, Regions: Republic of Khakasia  (Urban)"	64311951																																										2.322859989	
"The Russian Federation, Regions: Chuvash Republic  (Rural)"	64311972																																										4.676395675	
"The Russian Federation, Regions: Chuvash Republic "	64311970																																										3.49452777	
"The Russian Federation, Regions: Chuvash Republic  (Urban)"	64311971																																										2.348050822	
"The Russian Federation, Regions: Republic of Sakha (Yakutia) (Rural)"	64311982																																										4.200880386	
"The Russian Federation, Regions: Republic of Sakha (Yakutia)"	64311980																																										3.316839917	
"The Russian Federation, Regions: Republic of Sakha (Yakutia) (Urban)"	64311981																																										2.538970821	
"The Russian Federation, Regions: Jewish autonomous oblast (Rural)"	64311992																																										3.964608726	
"The Russian Federation, Regions: Jewish autonomous oblast"	64311990																																										3.23179274	
"The Russian Federation, Regions: Jewish autonomous oblast (Urban)"	64311991																																										2.660947487	
"Sweden, Counties: Blekinge"	75202819																									4.64738625	4.55649625	4.6172	4.8528	4.86572	4.67228	4.62307	4.65593	4.600388235	4.315917647	3.968665454	3.560501267	3.054449563	2.49258061	2.314426289	2.286070935	2.30285	2.37415	
"Sweden, Counties: Dalarna"	75202820																									4.53025375	4.33582375	4.3475	4.5025	4.51333	4.39367	4.36954	4.41046	4.330119075	3.95002659	3.578425613	3.237181359	2.704559566	1.995687797	1.820567277	1.878101309	2.026968691	2.303362723	
"Sweden, Counties: G?vleborg"	75202821																									4.088753245	4.10955981	4.25188019	4.629806755	4.729753521	4.674731831	4.620713838	4.568158626	4.409025791	4.025347056	3.681835217	3.390621937	2.910065152	2.231357117	1.993074941	1.947314973	2.02393	2.30107	
"Sweden, Counties: Gotland"	75202822																									3.492173864	3.302155422	3.21501859	3.17490759	3.086956047	2.938803488	2.950799591	3.134416267	3.227033733	3.258750409	3.247293965	3.159378497	2.934111503	2.518216035	2.419244262	2.504083419	2.629766581	2.785905738	
"Sweden, Counties: Halland"	75202823																									4.48214	4.26008	4.25063	4.36037	4.33852	4.15748	4.1115	4.1425	4.106179608	3.90233916	3.632103938	3.279687029	2.803743363	2.238661188	2.060785714	2.0355	2.09579	2.30721	
"Sweden, Counties: J?mtland"	75202824																									4.3183825	4.2845025	4.41557	4.85143	4.966382138	4.884273152	4.78048039	4.649541167	4.461112052	4.20088508	3.985120004	3.807264556	3.367240087	2.573701374	2.361554194	2.407456129	2.471853871	2.548135806	
"Sweden, Counties: J÷nk÷ping"	75202825																									4.627885	4.440205	4.4449	4.5751	4.569919203	4.394318292	4.251791189	4.148741114	4.001809303	3.785879704	3.516488627	3.177005693	2.690804688	2.089242188	1.937178302	1.959276361	2.046873639	2.245671698	
"Sweden, Counties: Kalmar"	75202826																									4.604205	4.369065	4.35435	4.45665	4.41523	4.17777	4.10823	4.11877	4.072436331	3.858677852	3.607135718	3.317698462	2.879005207	2.31104643	2.162085399	2.162585856	2.213004144	2.375324601	
"Sweden, Counties: Kronoberg"	75202827																									4.762745	4.532305	4.54776	4.73624	4.736648507	4.532521086	4.422648361	4.380674593	4.278118927	4.045092038	3.756170922	3.402767417	2.949509226	2.421627598	2.180049996	2.087171331	2.13759	2.36141	
"Sweden, Counties: Norrbotten"	75202828																									5.493175	5.479975	5.525035398	5.687224425	5.769849777	5.798109321	5.902625281	6.130155798	6.09797985	5.689453965	5.256991854	4.825512618	4.292550692	3.680569526	3.360542964	3.210461785	3.113258186	3.04318269	
"Sweden, Counties: ?rebro"	75202829																									4.918653511	4.684211809	4.57975757	4.533475158	4.419401724	4.195175749	4.06326446	3.997801582	3.875548337	3.645459651	3.351723898	2.973362125	2.407952563	1.685261863	1.549858382	1.765705104	1.984124896	2.173311618	
"Sweden, Counties: ?sterg÷tland"	75202830																									4.36903625	4.18826625	4.15746	4.17854	4.142405479	3.980926027	3.863953637	3.79148523	3.672979986	3.478128968	3.257391634	3.004918446	2.598800859	2.048009734	1.910899669	1.955313576	2.072456424	2.292330331	
"Sweden, Counties: Sk?ne"	75202831																									4.433863369	4.163684365	4.133293286	4.211020434	4.159137426	3.906362789	3.813826387	3.802963056	3.733328371	3.497998314	3.220149838	2.90160148	2.473880879	1.970550787	1.846303441	1.871232575	1.958129206	2.145366525	
"Sweden, Counties: S÷dermanland"	75202832																									4.38460375	4.30949375	4.32816	4.42984	4.44126899	4.355067837	4.249274297	4.120892725	3.949332972	3.71737791	3.439751684	3.103381873	2.610583439	1.989068272	1.840392438	1.905652367	2.056767633	2.319187562	
"Sweden, Counties: Stockholm"	75202833																									3.735821372	3.640941789	3.639678927	3.694761766	3.681890275	3.55725362	3.423210899	3.286558068	3.132225177	2.950373876	2.651793285	2.188042395	1.755380732	1.390897211	1.350497136	1.544051463	1.782125365	2.038714375	
"Sweden, Counties: Uppsala"	75202834																									3.89816375	3.76935375	3.81265	4.02035	4.067731368	3.996364359	3.905454212	3.793454143	3.67357437	3.542606885	3.35335003	3.070413307	2.623706813	2.029344513	1.879477975	1.917835661	2.038004339	2.284682025	
"Sweden, Counties: V?rmland"	75202835																									4.6096375	4.2916975	4.22538	4.22662	4.161631848	3.943911104	3.865630745	3.857369255	3.801240896	3.608836723	3.385689275	3.129700528	2.718615114	2.149549957	1.930542196	1.875282358	1.94119	2.18981	
"Sweden, Counties: V?sterbotten"	75202836																									5.20239	4.99823	5.01243405	5.203821536	5.357008464	5.45973595	5.483	5.483	5.382098299	4.992436356	4.690647173	4.484023548	4.05167035	3.299662608	2.89318091	2.712402903	2.632995943	2.595796619	
"Sweden, Counties: V?sternorrland"	75202837																									4.862065	4.847105	4.94632	5.27368	5.367633483	5.334977464	5.257572844	5.076042891	4.805352365	4.418016991	4.060548755	3.735408518	3.23032896	2.54334584	2.273038107	2.199733783	2.21887	2.32613	
"Sweden, Counties: V?stmanland"	75202838																									4.2522075	4.2315275	4.27161	4.40739	4.414239708	4.282259375	4.187190455	4.128347069	4.002845597	3.747896688	3.459961523	3.137573425	2.659324201	2.04936196	1.905553385	1.980131538	2.139438462	2.401876615	
"Sweden, Counties: V?stra G÷taland"	75202839																									4.389411891	4.175686759	4.113667299	4.101352953	4.031454827	3.845317618	3.757325216	3.730037745	3.657620108	3.481256434	3.246969534	2.936828158	2.506056746	1.987265627	1.853500953	1.854980878	1.926336331	2.152694004	
"Suisse, Cantons: Argovie"	75602840																																	3.895982454	3.714395351	3.468520844	3.145913877	2.829834601	2.538943107	2.366278344	2.264129258	2.327071565	2.707485469	
"Suisse, Cantons: Appenzell Rh. Ext."	75602841																																	3.403316288	3.290519225	3.030115409	2.510362054	2.064152723	1.72636564	1.6850011	1.846006637	2.052325135	2.289270252	
"Suisse, Cantons: Appenzell Rh. Int."	75602842																																	4.326751551	4.052730752	3.719716916	3.337121819	3.084971971	2.927177804	2.783155573	2.649695845	2.615197288	2.636911131	
"Suisse, Cantons: B?le Campagne"	75602843																																	3.95206655	3.666294793	3.280317621	2.785508608	2.375775389	2.058555061	1.91131682	1.843244495	1.896846419	2.230618854	
"Suisse, Cantons: B?le-Ville"	75602844																																	3.019035618	2.547989205	2.068897107	1.602889411	1.362865973	1.246695781	1.243286109	1.334323316	1.459488154	1.621498975	
"Suisse, Cantons: Berne"	75602845																																	4.224476796	3.859803236	3.472000189	3.062287884	2.621769336	2.185635495	2.064194986	2.052413605	2.128453683	2.447201189	
"Suisse, Cantons: Fribourg"	75602846																																	4.828748049	4.645513905	4.396417124	4.060696655	3.668951509	3.240969755	2.961134546	2.783472423	2.781198657	2.958225219	
"Suisse, Cantons: Gen?ve"	75602847																																	2.010001412	1.76875316	1.557995339	1.373823727	1.213059061	1.077917027	1.0697188	1.16239455	1.239902712	1.291715991	
"Suisse, Cantons: Glaris"	75602848																																	2.689481536	2.557556784	2.500404772	2.476076662	2.370275993	2.1205294	2.029747629	2.01537992	2.110287485	2.50823636	
"Suisse, Cantons: Grisons"	75602849																																	3.241958456	3.265409441	3.222168514	3.021400751	2.708419378	2.302365535	2.205779348	2.262985412	2.39732828	2.674906831	
"Suisse, Cantons: Jura"	75602850																																	2.975940298	2.877307877	2.649604619	2.195119985	1.804943987	1.509574969	1.473404836	1.614191888	1.794601664	2.001792082	
"Suisse, Cantons: Lucerne"	75602851																																	3.930927636	3.782207191	3.513245618	3.093376155	2.863929658	2.759073641	2.663914794	2.574416042	2.595737813	2.821200687	
"Suisse, Cantons: Neuch?tel"	75602852																																	2.968806634	2.583510546	2.258859223	1.985257958	1.779050154	1.623763228	1.534058377	1.479726974	1.512099422	1.716506988	
"Suisse, Cantons: Nidwald"	75602853																																	4.357864261	4.260026743	4.096566071	3.837237115	3.580557229	3.347679457	3.232504429	3.177613798	3.265158898	3.674157262	
"Suisse, Cantons: Obwald"	75602854																																	4.1411627	4.226511629	4.144200728	3.796233019	3.489581344	3.252512804	3.073661893	2.937442554	2.987615192	3.346248698	
"Suisse, Cantons: St-Gall"	75602855																																	3.320908685	3.307935577	3.168750583	2.702853285	2.323135345	2.061167773	2.025761947	2.141046595	2.344397644	2.671279446	
"Suisse, Cantons: Schaffhouse"	75602856																																	3.563293933	3.371870395	3.140512947	2.859352542	2.481637404	2.037030122	1.945395599	2.046201434	2.190383641	2.376548671	
"Suisse, Cantons: Schwyz"	75602857																																	3.915527006	3.644132901	3.3763356	3.119446483	2.958378849	2.859467366	2.766499879	2.677960618	2.712164798	2.998627712	
"Suisse, Cantons: Soleure"	75602858																																	4.436262111	4.083048603	3.691003118	3.263244549	2.853789719	2.481638324	2.295152487	2.203867949	2.255991389	2.573284649	
"Suisse, Cantons: Turgovie"	75602859																																	3.38062605	3.301544213	3.084893835	2.617759016	2.279108105	2.067740983	2.032226766	2.089334189	2.23336467	2.555577039	
"Suisse, Cantons: Tessin"	75602860																																	3.620854649	3.517316344	3.258570786	2.708243783	2.215236036	1.824577709	1.698533301	1.670016485	1.68032342	1.75981019	
"Suisse, Cantons: Uri"	75602861																																	4.964223315	4.675484258	4.431847194	4.218724149	3.838822771	3.271206988	3.070649404	3.031612274	3.123718554	3.532082071	
"Suisse, Cantons: Valais"	75602862																																	4.356355363	4.35316851	4.324161501	4.207735706	4.015433191	3.710439602	3.375924694	3.03867905	3.001363923	3.255783735	
"Suisse, Cantons: Vaud"	75602863																																	3.279508697	2.924297113	2.596787606	2.293878277	1.979792774	1.676010285	1.605819707	1.622980502	1.669139568	1.77751381	
"Suisse, Cantons: Zug"	75602864																																	3.430018728	3.289533593	3.057962021	2.71334933	2.469205819	2.313651267	2.279965704	2.282632142	2.35169414	2.625032999	
"Suisse, Cantons: Zurich"	75602865																																	3.183358747	2.817460287	2.420787733	2.010755909	1.762478118	1.619612062	1.597141856	1.635933134	1.715426893	1.881039825	
"United Kingdom, England and Wales"	82700827																																								1.814	1.965	2.382	
"United Kingdom, Scotland"	82903238																																										2.6685	
"USA, States: Missouri"	84000541																															3.886071745	3.679254302	3.489473708	3.339768354	3.204882952	3.047627993	2.830813971	2.49216087	2.220895919	2.139473058	2.427177047	2.809379615	
"USA, States: Montana"	84000542																															3.145150691	3.33453124	3.359688534	3.283376634	3.144729746	2.959051059	2.729198391	2.585447176	2.404885659	2.601817753	2.91735984	3.510995392	
"USA, States: Nebraska"	84000543																															3.757647246	3.581921444	3.433174122	3.286718815	3.159525355	3.082029589	3.015404073	2.632024878	2.403061582	2.239447482	2.387496594	3.030392702	
"USA, States: Nevada"	84000544																															2.535277858	2.813047287	2.854091891	2.752411638	2.589195784	2.408398331	2.253973278	2.174175508	1.989778714	2.370320592	2.614788734	2.957161573	
"USA, States: New Hampshire"	84000545																															2.51824477	2.743688984	2.862966336	2.938247233	2.982028989	2.839395732	2.904045891	2.448593072	2.195974322	2.155948214	2.443121266	2.814141126	
"USA, States: New Jersey"	84000546																															3.086109263	3.116475586	3.119103588	3.099823629	3.050563303	2.959606836	2.683068833	2.209403671	1.733564984	1.613336991	1.836874072	2.272322069	
"USA, States: New Mexico"	84000547																															4.901722861	4.944348337	4.921735087	4.77466772	4.541220423	4.287839296	4.08097044	4.025992803	4.015235754	3.919844339	3.96424657	4.23095265	
"USA, States: New York"	84000548																															2.689798753	2.741853562	2.781360604	2.815873973	2.838438909	2.728756619	2.510992193	2.208326952	1.741882607	1.6056626	1.88677217	2.324473825	
"USA, States: North Carolina"	84000549																															5.128544477	5.436559479	5.461528053	5.284891541	5.052214967	4.897318316	4.786830064	4.040281198	3.231892387	3.104925182	3.011073245	3.192614097	
"USA, States: North Dakota"	84000550																															5.397018064	5.17920646	4.891094555	4.469801754	3.997088234	3.590793142	3.372579213	3.331477971	3.069113551	2.945104215	3.061696362	3.681183632	
"USA, States: Ohio"	84000551																															4.223438291	4.125166785	4.045069609	3.969542259	3.911455833	3.82068565	3.2626106	2.804337043	1.97356391	2.029114796	2.318990212	2.784955361	
"USA, States: Oklahoma"	84000552																															3.679693789	4.556950316	4.718969077	4.552991325	4.240723686	3.803722217	3.263542975	2.644667057	2.574242621	2.595595889	2.833955734	3.032885674	
"USA, States: Oregon"	84000553																															2.946103304	2.797777164	2.665814203	2.530799424	2.414609441	2.370953318	2.49782566	2.084453699	1.760373303	1.948095402	2.347495475	3.016115259	
"USA, States: Pennsylvania"	84000554																															3.419074037	3.494327914	3.506440148	3.48584674	3.438912812	3.315188983	3.17000356	2.72815354	2.19184875	2.091886838	2.117481873	2.435792585	
"USA, States: Rhode Island"	84000555																															2.883663873	3.015917903	3.031563696	2.980725306	2.929886916	3.128367213	2.817840204	2.429666846	1.978760556	1.840259316	1.925808967	2.330196358	
"USA, States: South Carolina"	84000556																															5.327938629	5.579188581	5.546345192	5.174205073	4.688722787	4.403301383	4.552765217	3.750126195	3.307561278	3.19708601	3.526000964	3.657247783	
"USA, States: South Dakota"	84000557																															4.586578179	4.512329689	4.39906976	4.221383544	3.983524403	3.700828911	3.388633641	3.062275169	2.785647387	2.672781215	2.858090556	3.606923525	
"USA, States: Tennessee"	84000558																															4.553018899	4.545358717	4.51963693	4.423192746	4.235458102	3.948316775	3.553652541	3.034670078	2.797388018	2.718629296	2.843282937	3.072059239	
"USA, States: Texas"	84000559																															4.23111664	4.31625896	4.288065406	4.065951807	3.696490121	3.261540396	2.84296268	2.522617023	2.427713684	2.487700508	2.819000541	3.267192036	
"USA, States: Utah"	84000560																															4.650991716	4.948701016	4.960543541	4.742896261	4.486150667	4.40472307	4.134951979	3.572302033	3.099926013	3.140594113	3.253608725	3.77449584	
"USA, States: Vermont"	84000561																															2.653229327	2.870222809	2.948690387	2.979118534	2.995020538	2.876796373	2.996022893	2.821854877	2.659200149	2.65205319	2.908594795	3.205050081	
"USA, States: Virginia"	84000562																															4.033383493	4.263004953	4.265877345	4.072539398	3.844470084	3.775771149	3.834936585	3.303000206	2.874138694	2.688624693	2.847622821	3.031472124	
"USA, States: Washington"	84000563																															3.145054348	3.024090884	2.878546894	2.687757185	2.518635782	2.513882858	2.423025448	2.040649998	1.826879926	1.990974208	2.318375696	2.944516981	
"USA, States: West Virginia"	84000564																															4.766121261	4.965860794	5.000021532	4.951812726	4.847182138	4.67713746	4.432686383	3.903600339	3.208756397	3.201507177	3.13848	3.31952	
"USA, States: Wisconsin"	84000565																															3.656041628	3.673746267	3.62978338	3.424622109	3.182605519	3.026714894	2.883725732	2.624282004	2.346981994	2.319886651	2.427144161	2.911550345	
"USA, States: Wyoming"	84000566																															3.139536239	3.319895789	3.429592095	3.511916483	3.578176174	3.6214335	3.465527306	2.85052894	2.638064666	2.690196647	2.840959812	3.321603883	
"USA, States: Alabama"	84003240																															4.294264628	4.401512264	4.415387523	4.369922781	4.269115923	4.102152306	3.858217286	3.463033967	3.119172601	2.952819396	3.049289583	3.377983909	
"USA, States: Arizona"	84003242																															3.04603843	3.822927368	3.975422498	3.871463606	3.692979904	3.472198491	3.241346467	3.183743353	2.859323476	3.147296743	3.564159604	3.863970136	
"USA, States: Arkansas"	84003243																															5.531841071	5.376440069	5.161501318	4.853243825	4.479023702	4.083036299	3.709476965	3.429210056	3.28678239	2.975232249	3.350033552	3.638154743	
"USA, States: California"	84003244																															2.528527895	2.442000912	2.372693132	2.307673713	2.253880238	2.251317605	2.446759976	2.050327853	1.686372794	1.842879728	2.296399779	2.813351529	
"USA, States: Colorado"	84003245																															3.573585017	3.45305524	3.338120577	3.250580116	3.172317159	3.074528687	2.928411682	2.686398319	2.453167953	2.531873663	2.717178048	3.22169296	
"USA, States: Connecticut"	84003246																															2.704030939	2.871937665	2.976734116	3.025619414	3.101090544	3.266115462	2.745258204	2.272107981	1.806215633	1.702804179	1.913533755	2.293469957	
"USA, States: Delaware"	84003247																															4.466278918	4.439259991	4.408721325	4.383710225	4.346448312	4.272850084	3.90835299	3.35581433	2.581036633	2.448319695	2.21549039	2.751739408	
"USA, States: District of Columbia"	84003248																															2.128998835	1.980364576	1.911495484	1.873797169	1.852721337	1.848863443	2.031364347	1.938936029	1.765368075	1.831935559	1.9314739	2.509622644	
"USA, States: Florida"	84003249																															3.156326176	3.277664092	3.268018412	3.10406689	2.858742371	2.622459296	2.487322626	2.238049546	1.863383996	1.856070217	2.102662725	2.772796806	
"USA, States: Georgia"	84003250																															4.505062498	4.613330248	4.591081217	4.378839302	4.028974179	3.623185163	3.24317157	2.98222917	2.962503091	2.897808322	2.936987927	3.310506987	
"USA, States: Idaho"	84003252																															4.035657572	4.324853142	4.358612827	4.217337413	3.96828909	3.648149434	3.293600022	2.962407492	2.743611494	2.938440772	3.12948351	3.586296073	
"USA, States: Illinois"	84003253																															3.305859866	3.166651702	3.020335662	2.879302563	2.728796139	2.546768281	2.329586897	2.099687931	1.785120949	1.804938012	2.130316403	2.605324063	
"USA, States: Indiana"	84003254																															3.312384146	3.277768911	3.207065715	3.058611245	2.904183775	2.826427397	2.892381584	2.543046199	2.230665789	2.299242906	2.504627715	2.926778278	
"USA, States: Iowa"	84003255																															3.653964552	3.617106403	3.558285045	3.461450678	3.320054905	3.133828172	2.899589792	2.517228648	2.286977647	2.359922531	2.61838832	3.133210889	
"USA, States: Kansas"	84003256																															3.722896824	3.541448124	3.366680856	3.177327086	3.022548693	2.942476885	2.940494634	2.508645045	2.313770292	2.231446325	2.312320461	2.896949559	
"USA, States: Kentucky"	84003257																															4.353028132	4.421229554	4.374498172	4.123535017	3.827488661	3.662564292	3.826190319	3.336041441	3.168429172	3.075044977	3.279745496	3.515143278	
"USA, States: Louisiana"	84003258																															2.132898237	2.156535178	2.155284927	2.126549244	2.062192568	1.954676238	1.796461594	1.540261053	1.883063485	2.095420646	3.172477011	3.59725096	
"USA, States: Maine"	84003259																															2.801807191	3.277398382	3.347171458	3.209362794	3.024120831	2.987919101	3.203150562	2.896480899	2.760026966	2.567303371	2.604742485	3.001876754	
"USA, States: Maryland"	84003260																															3.310627347	3.327333465	3.302071715	3.184656262	3.055653757	3.001128492	2.600103232	2.163439186	1.887495738	1.807051199	2.485112676	2.890392387	
"USA, States: Massachusetts"	84003261																															2.561335851	2.709020129	2.795502632	2.855705796	2.891844293	2.857322941	2.641552167	2.23042423	1.856161042	1.694284311	2.116488979	2.504821615	
"USA, States: Michigan"	84003262																															3.075291473	3.03601467	3.028884144	3.036693633	3.059531361	3.137658352	2.933703613	2.685511011	2.274973308	2.314370753	2.510434583	2.988828478	
"USA, States: Minnesota"	84003263																															3.77799919	3.682198339	3.545672177	3.347310434	3.142398821	2.974010259	2.877277864	2.46187662	2.177691341	2.229206723	2.574976777	3.202338087	
"USA, States: Mississippi"	84003264																															3.645082795	3.69638776	3.69189159	3.619882421	3.467557403	3.225821634	2.847625591	2.879802114	2.681938124	2.848151919	3.06753722	3.747402112	
