Country.or.area,ISO.code,Year,DataValue,Estimating.Methods,DataProcess
Norway,578,1975.5,1.99,Direct,Estimate
Norway,578,1976.5,1.87,Direct,Estimate
Norway,578,1977.5,1.76,Direct,Estimate
Norway,578,1978.5,1.77,Direct,Estimate
Norway,578,1979.5,1.75,Direct,Estimate
Norway,578,1980.5,1.72,Direct,Estimate
Norway,578,1981.5,1.7,Direct,Estimate
Norway,578,1982.5,1.71,Direct,Estimate
Norway,578,1983.5,1.66,Direct,Estimate
Norway,578,1984.5,1.66,Direct,Estimate
Norway,578,1985.5,1.68,Direct,Estimate
Norway,578,1986.5,1.71,Direct,Estimate
Norway,578,1987.5,1.74,Direct,Estimate
Norway,578,1988.5,1.84,Direct,Estimate
Norway,578,1989.5,1.89,Direct,Estimate
Norway,578,1990.5,1.93,Direct,Estimate
Norway,578,1991.5,1.92,Direct,Estimate
Norway,578,1992.5,1.89,Direct,Estimate
Norway,578,1993.5,1.87,Direct,Estimate
Norway,578,1994.5,1.87,Direct,Estimate
Norway,578,1995.5,1.88,Direct,Estimate
Norway,578,1996.5,1.9,Direct,Estimate
Norway,578,1997.5,1.87,Direct,Estimate
Norway,578,1998.5,1.82,Direct,Estimate
Norway,578,1999.5,1.85,Direct,Estimate
Norway,578,2000.5,1.86,Direct,Estimate
Norway,578,2001.5,1.79,Direct,Estimate
Norway,578,2002.5,1.76,Direct,Estimate
Norway,578,2003.5,1.8,Direct,Estimate
Norway,578,2004.5,1.83,Direct,Estimate
Norway,578,2005.5,1.84,Direct,Estimate
Norway,578,2006.5,1.9,Direct,Estimate
Norway,578,2007.5,1.9,Direct,Estimate
Norway,578,2008.5,1.95,Direct,Estimate
Norway,578,2009.5,1.98,Direct,Estimate
Norway,578,2010.5,1.94,Direct,Estimate
Norway,578,2011.5,1.88,Direct,Estimate
Norway,578,2012.5,1.85,Direct,Estimate
Norway,578,2013.5,1.78,Direct,Estimate
Norway,578,2014.5,1.75,Direct,Estimate
Norway,578,2015.5,1.73,Direct,Estimate
Norway,578,2016.5,1.71,Direct,Estimate
Norway,578,2017.5,1.63,Direct,Estimate
Oman,512,1968,8.65,Direct,GFHS
Oman,512,1973,8.96,Direct,GFHS
Oman,512,1975.5,6.24,Indirect,Survey
Oman,512,1978,9.92,Direct,GFHS
Oman,512,1978.4,10.12,Direct,GFHS
Oman,512,1979.5,6.53,Indirect,Survey
Oman,512,1983,9.61,Direct,GFHS
Oman,512,1983.4,10.12,Direct,GFHS
Oman,512,1984.5,7.51,Direct,Survey
Oman,512,1987,8.49,Direct,GFHS
Oman,512,1988,7.87,Direct,GFHS
Oman,512,1988.4,8.77,Direct,GFHS
Oman,512,1993.4,7.39,Direct,GFHS
Oman,512,1994.4,7.05,Direct,GFHS
Oman,512,1995.4,6.64,Direct,GFHS
Oman,512,1995.5,4.09,Direct,VR
Oman,512,1996.5,3.58,Direct,VR
Oman,512,1997.5,3.33,Direct,VR
Oman,512,1998.5,3.35,Direct,VR
Oman,512,1999.5,3.31,Direct,VR
Oman,512,1999.6,4.55,Direct,Survey
Oman,512,2000.5,4.7,Direct,Estimate
Oman,512,2000.5,3.55,Direct,VR
Oman,512,2001.5,4.2,Direct,Estimate
Oman,512,2001.5,3.13,Direct,VR
Oman,512,2002.5,3.6,Direct,Estimate
Oman,512,2003.5,3.56,Direct,Estimate
Oman,512,2003.5,3.56,Direct,Census
Oman,512,2004.5,3.19,Direct,Estimate
Oman,512,2005.5,3.13,Direct,Estimate
Oman,512,2006.5,2.66,Direct,Estimate
Oman,512,2006.5,2.73,Direct,VR
Oman,512,2006.5,2.61,Direct,VR
Oman,512,2007.5,2.59,Direct,Estimate
Oman,512,2007.5,2.57,Direct,VR
Oman,512,2007.5,2.79,Direct,VR
Oman,512,2008.5,2.61,Direct,Estimate
Oman,512,2008.5,2.91,Direct,VR
Oman,512,2008.5,2.54,Direct,VR
Oman,512,2009.5,2.7,Direct,Estimate
Oman,512,2009.5,2.67,Direct,VR
Oman,512,2009.5,3.09,Direct,VR
Oman,512,2010.5,3.03,Direct,VR
Oman,512,2010.5,3,Direct,Estimate
Oman,512,2011.5,2.9,Direct,Estimate
Oman,512,2011.5,2.85,Direct,VR
Oman,512,2011.5,2.85,Direct,VR
Oman,512,2012.5,2.8,Direct,Estimate
Oman,512,2012.5,2.82,Direct,VR
Oman,512,2013,2.9,Direct,Survey
Oman,512,2013.5,2.9,Direct,Estimate
Oman,512,2014.5,2.9,Direct,Estimate
Oman,512,2014.5,2.9,Direct,VR
Oman,512,2015.5,2.9,Direct,Estimate
Oman,512,2016.5,2.9,Direct,Estimate
Oman,512,2017.5,2.9,Direct,Estimate
Pakistan,586,1959,6.51,Direct,Survey
Pakistan,586,1961,6.67,Direct,Survey
Pakistan,586,1963,6.53,Direct,Survey
Pakistan,586,1964,7,Direct,PGE
Pakistan,586,1965,6.57,Direct,Survey
Pakistan,586,1967,5.08,Direct,Survey
Pakistan,586,1970,6.02,Direct,Multiround surv
Pakistan,586,1973.7,7.08,Indirect,DHS
Pakistan,586,1976.5,7.04,Direct,Multiround surv
Pakistan,586,1978,6.9,Direct,Multiround surv
Pakistan,586,1978.7,7.74,Indirect,DHS
Pakistan,586,1983.7,8.03,Indirect,DHS
Pakistan,586,1984,5.95,Direct,CPS
Pakistan,586,1984.5,6.95,Direct,Estimate
Pakistan,586,1984.5,6.95,Direct,Annual HH survey
Pakistan,586,1985.5,7,Direct,Annual HH survey
Pakistan,586,1985.5,7.01,Direct,Estimate
Pakistan,586,1986.5,6.94,Direct,Estimate
Pakistan,586,1986.5,6.9,Direct,Annual HH survey
Pakistan,586,1987.5,6.9,Direct,Annual HH survey
Pakistan,586,1987.5,6.92,Direct,Estimate
Pakistan,586,1988.5,6.49,Direct,Estimate
Pakistan,586,1988.5,6.49,Direct,Annual HH survey
Pakistan,586,1988.7,4.87,Direct,DHS
Pakistan,586,1989.4,7.24,Indirect,DHS
Pakistan,586,1989.5,6.4,Direct,Annual HH survey
Pakistan,586,1989.5,6.4,Direct,Estimate
Pakistan,586,1989.7,4.92,Direct,DHS
Pakistan,586,1990.5,6.21,Direct,Annual HH survey
Pakistan,586,1990.5,6.2,Direct,Estimate
Pakistan,586,1991.5,6,Direct,Estimate
Pakistan,586,1991.5,5.98,Direct,Annual HH survey
Pakistan,586,1992.5,5.84,Direct,Annual HH survey
Pakistan,586,1992.5,5.8,Direct,Estimate
Pakistan,586,1993.5,5.9,Direct,Estimate
Pakistan,586,1993.5,4.34,Direct,Annual HH survey
Pakistan,586,1994.4,6.46,Indirect,DHS
Pakistan,586,1994.5,5.6,Direct,Estimate
Pakistan,586,1995.5,5.58,Direct,Estimate
Pakistan,586,1995.5,6.25,Indirect,DHS
Pakistan,586,1996.5,5.48,Direct,Annual HH survey
Pakistan,586,1996.5,5.48,Direct,Estimate
Pakistan,586,1997.5,5.04,Direct,Estimate
Pakistan,586,1997.5,5.05,Direct,Annual HH survey
Pakistan,586,1997.7,4.51,Direct,Census
Pakistan,586,1999.4,5.67,Indirect,DHS
Pakistan,586,1999.5,4.5,Direct,Estimate
Pakistan,586,1999.5,4.63,Direct,Annual HH survey
Pakistan,586,2000.5,4.34,Direct,Annual HH survey
Pakistan,586,2000.5,4.3,Direct,Estimate
Pakistan,586,2000.5,5.62,Indirect,DHS
Pakistan,586,2000.5,4.4,Indirect,DHS
Pakistan,586,2001.5,4.12,Direct,Annual HH survey
Pakistan,586,2001.5,4.1,Direct,Estimate
Pakistan,586,2003.5,3.9,Direct,Estimate
Pakistan,586,2003.5,3.93,Direct,Annual HH survey
Pakistan,586,2004.4,4.25,Direct,DHS
Pakistan,586,2005.4,4.08,Direct,DHS
Pakistan,586,2005.5,3.79,Direct,Annual HH survey
Pakistan,586,2005.5,3.8,Direct,Estimate
Pakistan,586,2005.5,4.94,Indirect,DHS
Pakistan,586,2005.5,4.82,Indirect,DHS
Pakistan,586,2006.5,3.74,Direct,Annual HH survey
Pakistan,586,2006.5,3.7,Direct,Estimate
Pakistan,586,2007.5,3.7,Direct,Estimate
Pakistan,586,2007.5,3.69,Direct,Annual HH survey
Pakistan,586,2010.5,4.05,Direct,DHS
Pakistan,586,2010.5,4.56,Indirect,DHS
Pakistan,586,2011.5,3.84,Direct,DHS
Pakistan,586,2015.5,3.74,Direct,DHS
Pakistan,586,2016.5,3.56,Direct,DHS
Panama,591,1950.5,4.18,Direct,Estimate
Panama,591,1954.5,4.88,Direct,Estimate
Panama,591,1959.5,5.16,Direct,Estimate
Panama,591,1960.5,5.58,Direct,Estimate
Panama,591,1961.5,5.53,Direct,Estimate
Panama,591,1962.5,5.62,Direct,Estimate
Panama,591,1966.5,5.44,Direct,Estimate
Panama,591,1967.5,5.23,Direct,Estimate
Panama,591,1968.5,5.58,Direct,Estimate
Panama,591,1969.5,5.41,Direct,Estimate
Panama,591,1970.5,4.99,Direct,Estimate
Panama,591,1971.5,5.06,Direct,Estimate
Panama,591,1972.5,4.9,Direct,Estimate
Panama,591,1973.5,4.5,Direct,Estimate
Panama,591,1974.5,4.41,Direct,Estimate
Panama,591,1974.5,3.59,Direct,WFS
Panama,591,1975.5,4.37,Direct,Estimate
Panama,591,1976.5,4.17,Direct,Estimate
Panama,591,1977.5,4.02,Direct,Estimate
Panama,591,1978.5,3.91,Direct,Estimate
Panama,591,1979.5,3.78,Direct,Estimate
Panama,591,1980.5,3.63,Direct,Estimate
Panama,591,1981.5,3.52,Direct,Estimate
Panama,591,1982.5,3.31,Direct,Estimate
Panama,591,1983.5,3.23,Direct,Estimate
Panama,591,1984.5,3.21,Direct,Estimate
Panama,591,1985.5,3.14,Direct,Estimate
Panama,591,1986.5,3.07,Direct,Estimate
Panama,591,1988.5,2.85,Direct,Estimate
Panama,591,1989.5,2.82,Direct,Estimate
Panama,591,1990.5,2.88,Direct,Estimate
Panama,591,1991.5,2.84,Direct,Estimate
Panama,591,1992.5,2.78,Direct,Estimate
Panama,591,1993.5,2.7,Direct,Estimate
Panama,591,1994.5,2.68,Direct,Estimate
Panama,591,1995.5,2.62,Direct,Estimate
Panama,591,2001.5,2.5,Direct,Estimate
Panama,591,2002.5,2.4,Direct,Estimate
Panama,591,2003.5,2.4,Direct,Estimate
Panama,591,2004.5,2.4,Direct,Estimate
Panama,591,2005.5,2.4,Direct,Estimate
Panama,591,2006.5,2.4,Direct,Estimate
Panama,591,2007.5,2.5,Direct,Estimate
Panama,591,2008.5,2.5,Direct,Estimate
Panama,591,2009.5,2.5,Direct,Estimate
Panama,591,2010.5,2.4,Direct,Estimate
Panama,591,2011.5,2.5,Direct,Estimate
Panama,591,2012.5,2.5,Direct,Estimate
Panama,591,2012.5,2.75,Direct,MICS
Panama,591,2013.5,2.5,Direct,Estimate
Panama,591,2014.5,2.5,Direct,Estimate
Panama,591,2015.5,2.4,Direct,Estimate
Panama,591,2016.5,2.4,Direct,Estimate
Panama,591,2017.5,2.4,Direct,Estimate
Papua New Guinea,598,1971,6.71,Indirect,Census
Papua New Guinea,598,1971,6.17,Direct,Census
Papua New Guinea,598,1979,5.95,Direct,Survey
Papua New Guinea,598,1980.2,5.41,Direct,Census
Papua New Guinea,598,1989.5,5.5,Direct,Survey
Papua New Guinea,598,1994.5,4.84,Direct,Survey
Papua New Guinea,598,1999,4.86,Direct,Survey
Papua New Guinea,598,2000,4.55,Indirect,Census
Papua New Guinea,598,2000.5,4.55,Direct,Estimate
Papua New Guinea,598,2004,4.39,Direct,Survey
Paraguay,600,1962,6.71,Indirect,WFS
Paraguay,600,1967,6.23,Indirect,WFS
Paraguay,600,1972,5.71,Indirect,WFS
Paraguay,600,1973,5.6,Indirect,DHS
Paraguay,600,1977,4.97,Direct,WFS
Paraguay,600,1978,5.23,Indirect,DHS
Paraguay,600,1978,4.86,Direct,WFS
Paraguay,600,1983,5.49,Indirect,DHS
Paraguay,600,1986.9,4.66,Indirect,RHS
Paraguay,600,1988,4.75,Direct,DHS
Paraguay,600,1988.5,1.19,Direct,VR
Paraguay,600,1989,4.71,Direct,DHS
Paraguay,600,1990.5,4.6,Direct,Estimate
Paraguay,600,1991.9,4.41,Indirect,RHS
Paraguay,600,1994.5,4.18,Direct,RHS
Paraguay,600,1995.5,4.2,Direct,Estimate
Paraguay,600,1996.9,4.09,Indirect,RHS
Paraguay,600,1997.3,4.27,Direct,RHS
Paraguay,600,1999.1,3.8,Indirect,MICS
Paraguay,600,2000.5,3.8,Direct,Estimate
Paraguay,600,2001.9,3,Direct,RHS
Paraguay,600,2002.9,2.92,Direct,RHS
Paraguay,600,2004.1,3.19,Indirect,MICS
Paraguay,600,2005.5,3.08,Direct,Estimate
Paraguay,600,2007.1,2.46,Direct,RHS
Paraguay,600,2009.1,2.77,Indirect,MICS
Paraguay,600,2014.1,2.54,Direct,MICS
Paraguay,600,2015.1,2.54,Direct,MICS
Peru,604,1969.3,6.53,Indirect,DHS
Peru,604,1974.3,6.53,Indirect,DHS
Peru,604,1974.5,5.83,Indirect,DHS
Peru,604,1979.2,5.52,Indirect,DHS
Peru,604,1979.3,5.59,Indirect,DHS
Peru,604,1979.5,5.22,Indirect,DHS
Peru,604,1983.2,4.84,Indirect,DHS
Peru,604,1984.2,4.93,Indirect,DHS
Peru,604,1984.3,4.46,Direct,DHS
Peru,604,1984.5,4.47,Indirect,DHS
Peru,604,1985.3,4.12,Direct,DHS
Peru,604,1986.8,4.25,Indirect,DHS
Peru,604,1987.8,4.43,Indirect,DHS
Peru,604,1988.2,4.45,Indirect,DHS
Peru,604,1989.2,4.25,Indirect,DHS
Peru,604,1989.5,3.75,Direct,DHS
Peru,604,1990.4,4.13,Indirect,DHS
Peru,604,1990.5,3.54,Direct,DHS
Peru,604,1991.5,3.82,Direct,Estimate
Peru,604,1991.8,3.82,Indirect,DHS
Peru,604,1992,3.94,Indirect,DHS
Peru,604,1992.5,3.74,Direct,Estimate
Peru,604,1992.8,3.96,Indirect,DHS
Peru,604,1993,3.88,Indirect,DHS
Peru,604,1993.2,3.86,Indirect,DHS
Peru,604,1993.5,3.65,Direct,Estimate
Peru,604,1994,4,Indirect,Census
Peru,604,1994.1,3.96,Indirect,DHS
Peru,604,1994.2,3.72,Direct,DHS
Peru,604,1994.5,3.55,Direct,Estimate
Peru,604,1995.1,3.83,Indirect,DHS
Peru,604,1995.2,3.53,Direct,DHS
Peru,604,1995.4,3.72,Indirect,DHS
Peru,604,1995.5,3.45,Direct,Estimate
Peru,604,1996.5,3.34,Direct,Estimate
Peru,604,1996.8,3.1,Indirect,DHS
Peru,604,1997,3.51,Indirect,DHS
Peru,604,1997.5,3.25,Direct,Estimate
Peru,604,1997.8,3.34,Indirect,DHS
Peru,604,1998,3.38,Indirect,DHS
Peru,604,1998.2,3.04,Direct,DHS
Peru,604,1998.5,3.06,Direct,Estimate
Peru,604,1999,2.86,Indirect,Census
Peru,604,1999.1,3.19,Indirect,DHS
Peru,604,1999.2,2.85,Direct,DHS
Peru,604,1999.5,3,Direct,Estimate
Peru,604,2000.1,3.02,Indirect,DHS
Peru,604,2000.4,2.93,Indirect,DHS
Peru,604,2000.5,2.93,Direct,Estimate
Peru,604,2001,2.87,Indirect,DHS
Peru,604,2001.5,2.88,Direct,Estimate
Peru,604,2001.8,2.59,Direct,DHS
Peru,604,2002,2.86,Indirect,DHS
Peru,604,2002.5,2.83,Direct,Estimate
Peru,604,2002.8,2.53,Direct,DHS
Peru,604,2002.8,2.58,Direct,DHS
Peru,604,2003,2.93,Indirect,DHS
Peru,604,2003.5,2.78,Direct,Estimate
Peru,604,2003.8,2.56,Direct,DHS
Peru,604,2004.1,2.89,Indirect,DHS
Peru,604,2004.5,2.6,Indirect,Census
Peru,604,2004.5,1.52,Direct,VR
Peru,604,2004.5,2.73,Direct,Estimate
Peru,604,2005.1,2.91,Indirect,DHS
Peru,604,2005.4,2.59,Direct,DHS
Peru,604,2005.5,2.69,Direct,Estimate
Peru,604,2006,2.85,Indirect,DHS
Peru,604,2006.4,2.51,Direct,DHS
Peru,604,2006.5,1.42,Direct,VR
Peru,604,2006.5,2.66,Direct,Estimate
Peru,604,2007,2.7,Direct,DHS
Peru,604,2007.5,2.62,Direct,Estimate
Peru,604,2008,2.61,Direct,DHS
Peru,604,2008,2.6,Direct,DHS
Peru,604,2008.5,1.5,Direct,VR
Peru,604,2008.5,2.58,Direct,Estimate
Peru,604,2009,2.53,Direct,DHS
Peru,604,2009.1,2.62,Direct,DHS
Peru,604,2009.5,1.64,Direct,VR
Peru,604,2009.5,2.53,Direct,Estimate
Peru,604,2010.1,2.59,Direct,DHS
Peru,604,2010.1,2.59,Direct,DHS
Peru,604,2010.5,1.65,Direct,VR
Peru,604,2010.5,2.49,Direct,Estimate
Peru,604,2011,2.51,Direct,DHS
Peru,604,2011.1,2.56,Direct,DHS
Peru,604,2011.5,1.6,Direct,VR
Peru,604,2011.5,2.44,Direct,Estimate
Peru,604,2012,2.41,Direct,DHS
Peru,604,2012.5,1.67,Direct,VR
Peru,604,2012.5,2.4,Direct,Estimate
Peru,604,2013.5,2.36,Direct,Estimate
Peru,604,2014.5,2.33,Direct,Estimate
Peru,604,2014.5,1.94,Direct,VR
Peru,604,2015.5,2.29,Direct,Estimate
Peru,604,2016.5,2.26,Direct,Estimate
Peru,604,2017.3,2.08,Direct,Census
Peru,604,2017.5,2.23,Direct,Estimate
Philippines,608,1950.5,2.78,Direct,Estimate
Philippines,608,1951.5,2.73,Direct,Estimate
Philippines,608,1952.5,3.07,Direct,Estimate
Philippines,608,1953.5,3.14,Direct,Estimate
Philippines,608,1956.5,3.36,Direct,Estimate
Philippines,608,1957.5,3.14,Direct,Estimate
Philippines,608,1958.5,6.46,Direct,Survey
Philippines,608,1959.5,3.07,Direct,Estimate
Philippines,608,1960.5,3.67,Direct,Estimate
Philippines,608,1960.8,7.24,Indirect,WFS
Philippines,608,1961.5,3.2,Direct,Estimate
Philippines,608,1962.5,3.68,Direct,Estimate
Philippines,608,1963.5,3.62,Direct,Estimate
Philippines,608,1963.5,6.3,Direct,Survey
Philippines,608,1964.5,3.68,Direct,Estimate
Philippines,608,1965.5,3.73,Direct,Estimate
Philippines,608,1965.8,6.79,Indirect,WFS
Philippines,608,1966.5,3.54,Direct,Estimate
Philippines,608,1967.5,3.49,Direct,Estimate
Philippines,608,1968.5,6.34,Direct,WFS
Philippines,608,1968.5,3.61,Direct,Estimate
Philippines,608,1968.5,5.89,Direct,Survey
Philippines,608,1969.5,3.67,Direct,Estimate
Philippines,608,1970.5,3.91,Direct,Estimate
Philippines,608,1970.8,6.29,Indirect,WFS
Philippines,608,1971.5,3.48,Direct,Estimate
Philippines,608,1972.5,3.36,Direct,Estimate
Philippines,608,1973.5,3.36,Direct,Estimate
Philippines,608,1973.5,5.25,Direct,WFS
Philippines,608,1975.5,5.01,Direct,WFS
Philippines,608,1975.5,3.94,Direct,Estimate
Philippines,608,1975.8,5.63,Indirect,DHS
Philippines,608,1975.8,4.89,Direct,WFS
Philippines,608,1976.5,4.06,Direct,Estimate
Philippines,608,1976.8,4.69,Direct,WFS
Philippines,608,1977.5,4,Direct,Estimate
Philippines,608,1979.5,4.17,Direct,Estimate
Philippines,608,1980.5,4.7,Direct,Estimate
Philippines,608,1980.7,5.01,Indirect,DHS
Philippines,608,1980.8,5.27,Indirect,DHS
Philippines,608,1981,5.09,Direct,Survey
Philippines,608,1981.5,4.62,Direct,Estimate
Philippines,608,1982.5,4.54,Direct,Estimate
Philippines,608,1983.5,4.45,Direct,Estimate
Philippines,608,1984.5,4.37,Direct,Estimate
Philippines,608,1985,4.42,Direct,CPS
Philippines,608,1985.5,4.28,Direct,Estimate
Philippines,608,1985.7,4.53,Indirect,DHS
Philippines,608,1985.8,4.61,Indirect,DHS
Philippines,608,1986.1,4.87,Indirect,DHS
Philippines,608,1986.5,4.2,Direct,Estimate
Philippines,608,1987.5,4.11,Direct,Estimate
Philippines,608,1988.5,4.03,Direct,Estimate
Philippines,608,1989.5,3.94,Direct,Estimate
Philippines,608,1990.5,4.03,Direct,Estimate
Philippines,608,1990.7,4.32,Indirect,DHS
Philippines,608,1990.8,4.11,Direct,DHS
Philippines,608,1991.1,4.53,Indirect,DHS
Philippines,608,1991.2,4.57,Indirect,DHS
Philippines,608,1991.5,3.78,Direct,Estimate
Philippines,608,1991.8,4.09,Direct,DHS
Philippines,608,1992.5,3.69,Direct,Estimate
Philippines,608,1993.5,3.8,Direct,Estimate
Philippines,608,1994.5,3.52,Direct,Estimate
Philippines,608,1995.5,3.1,Direct,Estimate
Philippines,608,1995.7,3.78,Direct,DHS
Philippines,608,1996.1,4.07,Indirect,DHS
Philippines,608,1996.2,4.07,Indirect,DHS
Philippines,608,1996.2,4.14,Indirect,DHS
Philippines,608,1996.5,2.9,Direct,Estimate
Philippines,608,1996.7,3.73,Direct,DHS
Philippines,608,1997.5,2.9,Direct,Estimate
Philippines,608,1998.5,2.8,Direct,Estimate
Philippines,608,1999.5,2.72,Direct,Estimate
Philippines,608,1999.8,4.1,Direct,Census
Philippines,608,2000.2,3.64,Indirect,DHS
Philippines,608,2000.5,2.96,Direct,Estimate
Philippines,608,2001.1,3.58,Direct,DHS
Philippines,608,2001.2,3.8,Indirect,DHS
Philippines,608,2001.2,3.84,Indirect,DHS
Philippines,608,2001.5,2.75,Direct,Estimate
Philippines,608,2002.1,3.54,Direct,DHS
Philippines,608,2002.5,2.61,Direct,Estimate
Philippines,608,2003.5,2.56,Direct,Estimate
Philippines,608,2004.5,2.56,Direct,Estimate
Philippines,608,2005.2,3.49,Indirect,DHS
Philippines,608,2005.5,2.47,Direct,Estimate
Philippines,608,2006.2,3.31,Direct,DHS
Philippines,608,2006.2,3.57,Indirect,DHS
Philippines,608,2006.5,3.2,Direct,Annual HH survey
Philippines,608,2007.2,3.27,Direct,DHS
Philippines,608,2010.2,3.36,Indirect,DHS
Philippines,608,2011.2,3.14,Direct,DHS
Philippines,608,2011.5,3.1,Direct,Survey
Philippines,608,2012.2,3.04,Direct,DHS
Philippines,608,2015.2,2.78,Direct,DHS
Philippines,608,2016.2,2.66,Direct,DHS
Poland,616,1950.5,3.64,Direct,Estimate
Poland,616,1955.5,2.94,Direct,Estimate
Poland,616,1956.5,2.87,Direct,Estimate
Poland,616,1957.5,3.46,Direct,Estimate
Poland,616,1960.5,3,Direct,Estimate
Poland,616,1961.5,2.83,Direct,Estimate
Poland,616,1962.5,2.71,Direct,Estimate
Poland,616,1964.5,2.57,Direct,Estimate
Poland,616,1965.5,2.51,Direct,Estimate
Poland,616,1966.5,2.43,Direct,Estimate
Poland,616,1967.5,2.34,Direct,Estimate
Poland,616,1968.5,2.24,Direct,Estimate
Poland,616,1969.5,2.21,Direct,Estimate
Poland,616,1970.5,2.23,Direct,Estimate
Poland,616,1971.5,2.26,Direct,Estimate
Poland,616,1972.5,2.24,Direct,Estimate
Poland,616,1973.5,2.25,Direct,Estimate
Poland,616,1974.5,2.26,Direct,Estimate
Poland,616,1975.5,2.27,Direct,Estimate
Poland,616,1976.5,2.3,Direct,Estimate
Poland,616,1977.5,2.23,Direct,Estimate
Poland,616,1978.5,2.2,Direct,Estimate
Poland,616,1979.5,2.28,Direct,Estimate
Poland,616,1980.5,2.28,Direct,Estimate
Poland,616,1981.5,2.24,Direct,Estimate
Poland,616,1982.5,2.34,Direct,Estimate
Poland,616,1983.5,2.42,Direct,Estimate
Poland,616,1984.5,2.37,Direct,Estimate
Poland,616,1985.5,2.33,Direct,Estimate
Poland,616,1986.5,2.22,Direct,Estimate
Poland,616,1987.5,2.15,Direct,Estimate
Poland,616,1988.5,2.13,Direct,Estimate
Poland,616,1989.5,2.08,Direct,Estimate
Poland,616,1990.5,2.05,Direct,Estimate
Poland,616,1991.5,2.06,Direct,Estimate
Poland,616,1992.5,1.93,Direct,Estimate
Poland,616,1993.5,1.85,Direct,Estimate
Poland,616,1994.5,1.8,Direct,Estimate
Poland,616,1995.5,1.61,Direct,Estimate
Poland,616,1996.5,1.58,Direct,Estimate
Poland,616,1997.5,1.51,Direct,Estimate
Poland,616,1998.5,1.43,Direct,Estimate
Poland,616,1999.5,1.37,Direct,Estimate
Poland,616,2000.5,1.36,Direct,Estimate
Poland,616,2001.5,1.32,Direct,Estimate
Poland,616,2002.5,1.25,Direct,Estimate
Poland,616,2003.5,1.23,Direct,Estimate
Poland,616,2004.5,1.23,Direct,Estimate
Poland,616,2005.5,1.25,Direct,Estimate
Poland,616,2006.5,1.27,Direct,Estimate
Poland,616,2007.5,1.31,Direct,Estimate
Poland,616,2008.5,1.4,Direct,Estimate
Poland,616,2009.5,1.41,Direct,Estimate
Poland,616,2010.5,1.42,Direct,Estimate
Poland,616,2011.5,1.34,Direct,Estimate
Poland,616,2012.5,1.34,Direct,Estimate
Poland,616,2013.5,1.3,Direct,Estimate
Poland,616,2014.5,1.33,Direct,Estimate
Poland,616,2015.5,1.33,Direct,Estimate
Poland,616,2016.5,1.39,Direct,Estimate
Poland,616,2017.5,1.49,Direct,Estimate
Portugal,620,1950.5,3.12,Indirect,Estimate
Portugal,620,1951.5,3.17,Direct,VR
Portugal,620,1951.5,3.17,Indirect,Estimate
Portugal,620,1952.5,3.18,Direct,VR
Portugal,620,1952.5,3.2,Indirect,Estimate
Portugal,620,1953.5,3.04,Indirect,Estimate
Portugal,620,1953.5,3,Direct,VR
Portugal,620,1954.5,2.96,Indirect,Estimate
Portugal,620,1955.5,3.13,Indirect,Estimate
Portugal,620,1956.5,3.01,Indirect,Estimate
Portugal,620,1957.5,3.14,Indirect,Estimate
Portugal,620,1958.5,3.15,Indirect,Estimate
Portugal,620,1959.5,3.16,Indirect,Estimate
Portugal,620,1959.5,3.01,Direct,VR
Portugal,620,1960.5,3.16,Direct,Estimate
Portugal,620,1961.5,3.21,Direct,Estimate
Portugal,620,1962.5,3.24,Direct,Estimate
Portugal,620,1962.5,3.31,Indirect,WFS
Portugal,620,1963.5,3.13,Direct,Estimate
Portugal,620,1964.5,3.21,Direct,Estimate
Portugal,620,1965.5,3.14,Direct,Estimate
Portugal,620,1966.5,3.15,Direct,Estimate
Portugal,620,1967.5,3.15,Direct,Estimate
Portugal,620,1967.5,3,Indirect,WFS
Portugal,620,1968.5,3.11,Direct,Estimate
Portugal,620,1969.5,3.11,Direct,Estimate
Portugal,620,1970.5,2.99,Direct,Estimate
Portugal,620,1971.5,2.99,Direct,Estimate
Portugal,620,1972.5,2.85,Direct,Estimate
Portugal,620,1972.5,2.66,Indirect,WFS
Portugal,620,1973.5,2.76,Direct,Estimate
Portugal,620,1974.5,2.69,Direct,Estimate
Portugal,620,1975.5,2.75,Direct,Estimate
Portugal,620,1976.5,2.81,Direct,Estimate
Portugal,620,1977.5,2.68,Direct,Estimate
Portugal,620,1977.5,2.06,Direct,WFS
Portugal,620,1978.5,1.85,Direct,WFS
Portugal,620,1978.5,2.44,Direct,Estimate
Portugal,620,1979.5,2.31,Direct,Estimate
Portugal,620,1980.5,2.25,Direct,Estimate
Portugal,620,1981.5,2.13,Direct,Estimate
Portugal,620,1982.5,2.07,Direct,Estimate
Portugal,620,1983.5,1.95,Direct,Estimate
Portugal,620,1984.5,1.9,Direct,Estimate
Portugal,620,1985.5,1.72,Direct,Estimate
Portugal,620,1986.5,1.66,Direct,Estimate
Portugal,620,1987.5,1.62,Direct,Estimate
Portugal,620,1988.5,1.61,Direct,Estimate
Portugal,620,1989.5,1.57,Direct,Estimate
Portugal,620,1990.5,1.55,Direct,Estimate
Portugal,620,1991.5,1.56,Direct,Estimate
Portugal,620,1992.5,1.54,Direct,Estimate
Portugal,620,1993.5,1.52,Direct,Estimate
Portugal,620,1994.5,1.45,Direct,Estimate
Portugal,620,1995.5,1.41,Direct,Estimate
Portugal,620,1996.5,1.45,Direct,Estimate
